VideoId,Segment,Number of cluster(K),Number of similar users,Similar users
V8,18,4,15,3-4-6-7-8-10-11-13-14-21-22-23-25-28-31
V8,19,4,16,1-2-4-6-7-8-10-11-13-14-16-21-22-25-28-31
V8,20,4,16,2-5-6-7-8-10-11-13-14-16-21-22-25-28-30-31
V8,21,4,15,1-5-6-11-15-16-18-19-22-26-28-29-30-31-32
V8,22,4,16,1-5-6-11-15-16-18-19-22-23-25-26-28-29-31-32
V8,23,4,19,1-3-5-6-7-11-12-15-16-18-19-22-23-25-26-28-29-31-32
V8,24,4,20,1-3-5-6-7-8-11-12-15-16-18-19-22-23-25-26-28-29-30-31
V8,25,4,20,1-2-5-6-7-8-11-12-15-16-18-20-22-23-25-26-28-29-30-31
V8,26,4,23,1-2-4-5-6-7-8-10-11-12-15-16-18-20-22-23-25-26-27-28-29-30-31
V8,27,4,23,1-2-4-5-6-10-11-12-13-15-16-18-20-21-22-23-25-26-27-28-29-30-31
V8,28,4,14,1-2-7-9-10-11-13-16-20-22-25-26-29-30
V8,29,4,15,1-2-7-9-10-13-15-16-19-20-22-25-26-29-31
V8,30,4,15,1-2-4-8-9-10-11-13-16-20-22-25-26-31-32
V8,31,4,15,1-2-4-5-8-9-10-11-12-13-16-20-25-26-32
V8,32,4,14,1-2-4-5-7-8-9-11-12-16-24-26-28-32
V8,33,4,12,2-4-5-6-7-8-9-11-12-15-21-28
V8,34,4,14,3-4-5-6-7-8-11-12-15-19-21-23-24-31
V8,35,4,16,3-4-5-6-7-8-9-11-12-18-19-21-23-24-28-31
V8,36,4,14,1-2-11-13-15-16-17-19-21-22-23-26-29-32
V8,37,4,13,1-2-5-11-12-13-16-17-20-21-24-26-28
V8,38,4,13,1-2-5-7-11-12-13-16-17-20-24-26-28
V8,39,4,14,1-2-7-11-13-16-17-18-22-24-25-28-29-30
V8,40,4,13,2-7-13-17-18-21-22-24-25-28-29-30-32
V8,41,4,15,3-6-8-9-10-11-12-14-16-20-26-28-29-31-32
V8,42,4,13,1-5-10-11-14-16-17-20-21-23-25-30-31
V8,43,4,18,1-3-5-6-8-9-12-14-17-18-20-21-23-25-28-29-30-32
V8,44,4,11,5-6-9-14-17-18-21-23-28-29-30
V8,45,4,9,3-5-8-12-18-23-24-28-32
V8,46,4,11,2-6-9-12-13-15-16-17-21-29-30
V8,47,4,19,1-2-6-7-8-9-11-13-14-15-16-17-19-21-22-23-28-29-30
V8,48,4,22,1-2-4-5-6-8-9-11-12-13-14-15-16-17-21-22-23-26-28-29-30-31
V8,49,4,17,1-2-4-5-6-8-9-11-12-14-15-16-22-26-29-30-31
V8,50,4,14,1-5-6-8-9-12-14-15-16-17-22-26-27-31
V8,51,4,15,1-2-5-6-7-9-14-15-17-21-22-23-24-28-29
V8,52,4,13,7-8-11-12-14-15-16-19-23-24-26-27-31
V8,53,4,16,1-2-6-7-8-9-11-12-14-15-18-20-23-24-26-27
V8,54,4,18,1-5-6-7-9-11-12-13-14-16-18-20-21-22-26-28-29-30
V8,55,4,21,1-2-5-6-7-9-11-12-13-14-15-16-18-19-20-21-22-26-28-29-30
V8,56,4,18,1-2-5-6-9-11-12-14-15-16-18-20-21-22-26-28-29-30
V8,57,4,19,1-4-5-6-9-12-14-15-16-18-21-22-25-26-28-29-30-31-32
V8,58,4,14,1-4-6-9-12-14-15-18-21-26-29-30-31-32
V8,59,4,18,1-4-5-6-9-12-14-15-16-17-18-21-22-26-29-30-31-32
V8,60,4,18,1-5-6-7-9-14-16-17-18-19-21-22-26-28-29-30-31-32
V1,1,5,12,4-11-13-16-18-21-22-23-25-26-29-32
V1,2,5,12,4-7-11-13-16-18-22-23-25-26-29-32
V1,3,5,18,1-3-4-6-7-9-11-15-16-17-21-22-23-25-28-29-30-32
V1,4,5,14,2-3-4-5-7-10-11-13-14-23-24-25-27-32
V1,5,5,15,1-3-4-5-6-7-10-11-13-14-15-24-25-27-29
V1,6,5,16,1-2-3-4-5-7-14-15-17-21-22-23-25-26-27-29
V1,7,5,14,1-3-5-7-10-12-14-15-20-25-26-27-29-31
V1,8,5,15,5-6-8-11-12-13-15-17-18-21-24-28-29-31-32
V1,9,5,15,1-3-4-11-13-14-15-17-20-23-25-26-27-28-29
V1,10,5,13,1-3-4-9-11-14-15-20-23-25-26-27-28
V1,11,5,12,4-6-13-15-17-21-23-24-28-29-31-32
V1,12,5,13,1-2-3-9-14-18-20-21-23-25-26-27-32
V1,13,5,10,1-2-3-14-17-18-23-25-26-32
V1,14,5,11,1-3-6-12-14-17-19-25-26-28-32
V1,15,5,10,2-7-9-10-11-16-18-23-24-28
V1,16,5,14,1-3-4-5-6-9-15-21-22-25-26-27-29-31
V1,17,5,15,1-3-4-5-6-9-15-21-22-25-26-27-28-29-31
V1,18,5,15,1-3-6-8-9-10-13-14-18-20-21-22-24-25-26
V1,19,5,20,1-3-5-6-8-9-10-13-14-15-18-20-21-22-23-24-25-26-27-31
V1,20,5,14,1-3-6-9-10-14-15-18-20-21-22-25-26-27
V1,21,5,11,1-3-6-9-15-18-20-21-25-26-27
V1,22,5,15,1-3-5-6-9-10-15-20-21-22-23-24-25-26-27
V1,23,5,14,1-3-4-5-7-9-10-15-23-24-25-26-27-31
V1,24,5,12,1-2-3-6-9-14-16-19-20-25-26-29
V1,25,5,14,1-2-3-7-9-13-14-15-19-20-25-26-28-29
V1,26,5,11,1-3-7-9-13-14-15-25-26-28-29
V1,27,5,12,1-3-7-9-14-16-18-25-26-29-30-31
V1,28,5,11,5-8-9-11-12-13-15-20-22-23-27
V1,29,5,18,1-3-5-11-12-13-14-15-19-20-22-23-25-26-27-29-31-32
V1,30,5,13,1-3-9-11-12-14-15-25-26-28-29-31-32
V1,31,5,12,1-3-7-8-9-11-14-15-18-25-26-31
V1,32,5,18,1-2-3-5-7-9-11-13-15-20-23-25-26-27-28-29-31-32
V1,33,5,17,1-2-3-5-9-11-15-17-20-23-25-26-27-28-29-31-32
V1,34,5,14,1-2-3-9-16-17-18-23-25-26-27-28-29-31
V1,35,5,13,1-2-3-9-16-17-18-23-25-26-28-29-31
V1,36,5,16,1-2-3-4-9-10-15-16-18-19-23-25-26-28-29-31
V1,37,5,13,1-3-4-6-9-10-15-18-23-25-26-28-29
V1,38,5,13,1-2-3-4-6-9-15-18-25-26-27-28-29
V1,39,5,15,1-2-3-4-6-7-9-12-15-18-25-26-27-28-29
V1,40,5,15,1-2-3-4-6-7-9-10-12-23-25-26-28-29-32
V1,41,5,13,1-3-4-6-9-10-12-20-22-25-26-27-32
V1,42,5,15,1-3-4-6-9-10-12-20-22-23-25-26-27-29-32
V1,43,5,16,1-3-4-6-9-10-12-16-19-20-22-23-25-26-27-29
V1,44,5,19,1-3-4-5-6-7-9-10-12-16-19-20-22-23-25-26-27-29-31
V1,45,5,20,1-4-5-6-7-9-10-11-12-16-18-19-20-22-24-25-26-27-29-31
V1,46,5,11,1-6-7-11-16-23-24-25-26-30-31
V1,47,5,12,1-4-6-11-16-23-24-25-26-29-30-31
V1,48,5,12,1-4-6-7-9-11-19-23-24-26-30-31
V1,49,5,18,1-2-5-6-7-10-12-13-16-18-20-23-24-26-27-29-30-31
V1,50,5,13,2-5-6-7-10-11-17-20-22-24-26-27-31
V1,51,5,17,1-2-4-5-6-7-9-10-16-17-18-22-26-27-29-30-32
V1,52,5,18,1-2-5-6-7-8-9-10-14-17-18-20-21-22-25-26-27-30
V1,53,5,16,1-2-3-5-6-8-9-14-20-21-22-23-26-29-30-32
V1,54,5,15,1-2-3-5-6-9-14-20-21-22-23-26-29-30-32
V1,55,5,15,1-2-3-5-8-11-14-17-20-21-22-26-29-30-32
V1,56,5,22,1-2-3-5-6-7-8-9-11-12-13-14-17-20-21-22-23-25-26-29-30-32
V1,57,5,18,1-2-3-5-9-11-12-13-14-17-20-21-25-26-27-29-30-32
V1,58,5,13,1-2-3-5-14-18-21-25-26-27-29-30-32
V1,59,5,14,1-5-14-17-19-20-21-23-24-25-27-28-29-32
V1,60,5,10,3-5-7-13-15-20-22-23-27-29
V2,1,5,10,1-4-7-8-15-16-18-19-30-32
V2,2,5,9,1-4-7-15-16-19-22-30-32
V2,3,5,11,1-2-3-4-7-15-18-22-23-30-32
V2,4,5,8,5-11-13-14-20-24-27-31
V2,5,5,13,2-5-9-10-11-13-14-20-24-26-27-29-31
V2,6,5,15,1-3-4-6-10-14-15-16-17-18-20-21-23-27-32
V2,7,5,23,1-3-4-5-6-10-11-13-14-15-16-17-18-20-21-22-23-24-25-27-29-31-32
V2,8,5,11,1-3-4-14-15-16-19-21-22-25-27
V2,9,5,18,1-3-4-5-7-9-10-11-13-14-16-18-20-22-24-29-31-32
V2,10,5,15,1-3-4-5-10-11-13-14-16-19-20-22-24-29-32
V2,11,5,19,1-3-4-5-8-9-10-11-14-16-19-21-24-25-26-27-28-29-32
V2,12,5,20,1-3-4-5-7-8-9-10-11-14-15-16-21-24-25-27-28-29-31-32
V2,13,5,15,3-5-6-7-8-10-14-16-22-23-24-28-29-31-32
V2,14,5,11,2-3-6-7-9-10-14-18-24-27-29
V2,15,5,13,3-6-7-10-14-19-20-21-24-25-26-27-29
V2,16,5,14,1-3-6-7-10-13-14-21-23-24-25-26-27-29
V2,17,5,10,3-7-10-12-18-21-24-25-27-32
V2,18,5,11,3-10-12-14-15-20-21-25-26-28-30
V2,19,5,12,1-3-4-8-10-15-20-21-25-28-30-31
V2,20,5,13,1-7-8-9-15-18-20-21-22-24-25-27-30
V2,21,5,14,1-3-4-5-7-8-15-18-21-22-24-25-30-31
V2,22,5,14,1-2-3-5-7-18-19-21-23-25-28-29-30-31
V2,23,5,13,1-5-13-16-17-19-21-22-26-27-28-30-31
V2,24,5,14,1-2-3-11-15-16-17-18-21-22-23-25-26-30
V2,25,5,13,1-2-3-9-11-15-17-18-22-23-25-26-30
V2,26,5,15,1-2-6-8-9-15-17-18-22-23-25-26-27-30-31
V2,27,5,19,1-2-4-5-6-8-9-13-15-17-18-22-23-25-26-27-29-30-31
V2,28,5,17,1-2-4-5-6-7-9-15-17-18-20-23-25-26-28-29-30
V2,29,5,13,2-4-5-7-9-15-16-17-18-20-25-29-30
V2,30,5,13,2-4-5-9-12-15-16-17-18-20-23-25-29
V2,31,5,12,4-5-9-12-15-16-17-20-21-23-26-29
V2,32,5,11,2-4-5-9-15-16-21-24-25-26-29
V2,33,5,12,1-2-7-9-12-13-21-24-25-26-29-31
V2,34,5,11,1-2-7-9-11-21-25-26-27-29-31
V2,35,5,14,1-2-9-11-15-20-21-22-24-25-26-29-30-31
V2,36,5,9,1-2-9-15-21-25-26-27-32
V2,37,5,9,1-2-9-15-21-25-26-27-32
V2,38,5,10,2-6-9-18-22-28-29-30-31-32
V2,39,5,10,2-6-9-15-19-20-22-28-31-32
V2,40,5,11,2-6-8-9-15-19-24-26-28-31-32
V2,41,5,11,1-6-8-19-25-26-27-28-29-30-31
V2,42,5,8,1-6-23-25-26-27-28-29
V2,43,5,13,1-3-5-6-9-20-21-25-26-27-28-29-32
V2,44,5,12,1-3-5-6-9-20-21-25-26-28-29-30
V2,45,5,8,1-9-10-20-25-26-29-30
V2,46,5,11,1-8-9-10-13-19-20-25-26-29-31
V2,47,5,11,1-2-3-4-11-12-14-15-21-27-28
V2,48,5,9,8-9-10-12-15-25-26-27-29
V2,49,5,10,8-9-10-11-12-15-23-26-27-29
V2,50,5,12,1-2-3-8-11-13-14-21-24-25-28-31
V2,51,5,16,1-2-3-8-9-10-11-14-16-20-21-23-24-26-28-31
V2,52,5,9,2-3-5-9-10-20-24-26-29
V2,53,5,10,5-8-14-16-17-20-21-23-28-31
V2,54,5,10,2-5-8-14-17-21-23-24-28-31
V2,55,5,9,1-3-9-12-15-18-20-22-25
V2,56,5,9,2-5-8-13-14-16-17-28-29
V2,57,5,10,1-3-5-10-13-15-21-22-27-28
V2,58,5,9,1-12-13-18-19-21-26-28-31
V2,59,5,9,1-4-6-9-13-19-21-29-30
V2,60,5,11,3-5-7-14-15-16-18-20-24-28-32
V3,1,5,17,1-2-3-4-6-8-9-11-13-15-21-22-23-24-25-30-32
V3,2,5,12,5-7-8-15-20-21-23-24-25-26-31-32
V3,3,5,14,4-5-6-7-8-14-17-18-20-23-24-27-28-29
V3,4,5,12,1-4-5-7-8-10-17-20-23-24-28-30
V3,5,5,15,1-2-4-5-6-7-10-17-20-23-24-27-28-29-30
V3,6,5,11,2-4-6-9-12-17-22-23-24-29-30
V3,7,5,13,4-6-9-13-16-17-18-21-22-24-25-29-30
V3,8,5,11,8-9-13-16-17-19-24-25-29-30-31
V3,9,5,14,1-2-7-8-11-12-13-14-20-21-22-23-25-29
V3,10,5,9,2-9-12-23-24-28-30-31-32
V3,11,5,12,2-7-10-11-14-20-21-22-25-27-29-31
V3,12,5,10,1-4-6-8-13-16-22-26-29-31
V3,13,5,16,1-4-5-6-8-10-12-13-14-20-22-23-26-29-30-31
V3,14,5,15,1-3-4-5-8-10-12-14-22-23-26-29-30-31-32
V3,15,5,13,2-6-7-8-9-11-13-20-21-23-24-25-28
V3,16,5,13,2-6-8-9-11-13-20-21-23-24-25-27-28
V3,17,5,14,1-4-5-7-10-11-12-14-16-22-26-29-31-32
V3,18,5,13,2-6-9-12-13-14-15-16-20-21-25-27-28
V3,19,5,11,2-5-6-14-15-16-20-21-25-27-28
V3,20,5,8,1-4-6-7-9-11-12-29
V3,21,5,12,2-6-7-10-13-16-17-18-22-23-24-26
V3,22,5,11,2-6-7-10-13-16-17-18-19-26-27
V3,23,5,12,2-5-6-10-13-16-17-18-24-26-27-31
V3,24,5,8,4-11-14-20-21-25-29-30
V3,25,5,17,1-5-6-9-10-13-16-17-18-19-20-21-23-25-28-31-32
V3,26,5,17,1-6-8-9-13-15-16-17-19-20-21-22-23-25-26-27-31
V3,27,5,10,1-5-6-7-12-13-15-18-23-31
V3,28,5,10,3-5-12-13-17-20-25-27-28-31
V3,29,5,12,4-5-11-12-17-19-20-25-27-28-29-31
V3,30,5,13,1-3-4-6-7-9-11-15-16-17-18-19-26
V3,31,5,9,3-5-12-19-20-21-28-30-31
V3,32,5,14,3-5-10-11-12-13-14-19-21-23-24-29-30-32
V3,33,5,13,3-5-7-8-9-10-13-14-16-23-24-28-30
V3,34,5,10,2-8-10-12-13-14-16-18-21-23
V3,35,5,14,2-4-5-6-8-10-11-12-13-14-15-17-23-30
V3,36,5,13,1-3-5-11-13-16-21-22-25-26-29-30-31
V3,37,5,15,1-2-5-8-13-16-20-21-22-23-25-26-29-30-31
V3,38,5,15,8-9-11-13-15-16-20-21-22-23-24-26-29-30-31
V3,39,5,11,5-10-17-20-21-24-25-26-27-29-31
V3,40,5,12,2-3-5-6-7-8-9-13-16-22-23-24
V3,41,5,15,2-9-11-12-13-14-17-20-21-24-25-26-27-29-31
V3,42,5,13,2-5-6-7-9-11-13-18-22-23-25-26-29
V3,43,5,17,1-2-4-5-7-9-12-13-14-15-16-19-22-25-26-29-30
V3,44,5,15,1-2-4-5-9-12-13-14-15-16-22-25-26-29-32
V3,45,5,13,2-3-4-5-6-9-10-11-15-21-23-27-31
V3,46,5,15,1-2-5-12-13-14-18-20-22-24-25-26-29-30-32
V3,47,5,13,1-3-4-13-18-20-21-22-23-25-30-31-32
V3,48,5,9,3-10-11-12-20-25-26-27-29
V3,49,5,9,4-12-14-17-21-24-25-26-29
V3,50,5,10,3-4-5-10-11-12-14-20-21-26
V3,51,5,12,3-4-5-10-12-14-17-20-25-26-27-29
V3,52,5,11,1-6-7-9-11-13-15-21-22-23-32
V3,53,5,8,5-8-13-15-18-19-28-30
V3,54,5,12,1-2-6-7-13-14-21-23-24-25-26-27
V3,55,5,12,1-2-6-7-11-14-21-22-23-25-26-29
V3,56,5,12,2-4-5-12-13-16-17-23-27-28-31-32
V3,57,5,11,7-11-13-14-20-21-22-23-25-28-31
V3,58,5,10,2-4-11-14-19-21-22-28-29-30
V3,59,5,13,2-3-5-6-9-10-12-13-15-19-20-23-31
V3,60,5,14,2-3-5-6-9-10-12-13-15-19-20-21-23-31
V4,1,5,12,7-11-13-18-19-20-21-22-23-26-28-32
V4,2,5,11,7-11-13-18-20-21-22-23-28-31-32
V4,3,5,11,7-13-18-21-23-24-25-26-28-31-32
V4,4,5,10,4-7-11-13-17-18-21-28-29-32
V4,5,5,10,1-4-7-11-13-16-17-18-21-32
V4,6,5,11,1-4-11-13-16-17-18-21-28-29-32
V4,7,5,12,3-5-10-14-17-20-21-24-26-27-29-32
V4,8,5,25,1-3-4-5-6-8-9-10-13-14-15-16-17-18-19-20-21-22-24-25-26-27-29-30-32
V4,9,5,16,1-3-6-9-10-13-14-15-16-18-20-22-24-26-27-30
V4,10,5,15,1-4-6-9-13-15-16-17-18-19-21-22-28-30-32
V4,11,5,14,1-4-6-15-16-17-18-19-21-22-23-28-30-32
V4,12,5,19,1-3-4-9-10-14-15-16-20-21-22-23-24-25-26-27-29-30-32
V4,13,5,15,1-3-4-9-14-16-19-20-21-24-25-26-27-29-30
V4,14,5,17,1-3-4-9-12-14-16-19-20-21-24-25-26-27-28-29-30
V4,15,5,14,1-3-4-9-20-21-24-25-26-27-28-29-30-31
V4,16,5,16,1-3-4-8-9-13-20-21-24-25-26-27-28-29-30-31
V4,17,5,17,1-3-4-8-9-13-15-20-21-23-24-25-26-27-28-29-30
V4,18,5,19,1-2-4-7-8-9-13-15-20-21-23-24-25-26-27-28-29-30-31
V4,19,5,15,1-4-5-8-13-15-20-21-24-25-26-27-29-30-32
V4,20,5,10,2-5-8-9-12-13-20-26-28-31
V4,21,5,18,2-5-7-8-9-12-13-15-20-21-24-25-26-27-28-29-31-32
V4,22,5,12,2-5-8-9-13-15-16-21-24-26-27-28
V4,23,5,14,5-7-8-9-13-15-16-18-20-21-24-26-27-31
V4,24,5,11,7-9-13-15-16-18-21-24-26-28-31
V4,25,5,14,1-2-3-7-9-10-13-15-16-18-21-24-26-28
V4,26,5,11,1-2-5-9-10-13-16-17-21-26-28
V4,27,5,10,1-2-3-13-14-15-19-21-26-28
V4,28,5,17,1-2-3-5-10-12-14-15-16-17-19-20-21-26-27-28-29
V4,29,5,11,2-5-10-12-13-16-17-21-26-28-29
V4,30,5,13,2-5-10-12-13-16-17-21-22-26-28-29-31
V4,31,5,15,2-5-10-12-13-16-17-21-22-25-26-28-29-31-32
V4,32,5,14,2-5-7-8-11-13-16-18-21-22-26-28-29-31
V4,33,5,14,2-3-7-11-13-16-17-21-22-23-26-28-29-31
V4,34,5,12,2-3-5-8-10-11-12-14-18-20-29-31
V4,35,5,14,3-5-7-13-15-16-18-21-22-26-27-28-29-31
V4,36,5,20,3-5-7-8-10-12-13-14-15-16-18-20-21-22-26-27-28-29-30-31
V4,37,5,19,3-5-7-8-9-10-13-14-15-16-19-20-21-22-26-27-28-30-31
V4,38,5,13,7-8-9-12-13-15-19-21-22-23-27-28-31
V4,39,5,12,1-2-3-7-10-11-13-14-16-23-26-30
V4,40,5,16,5-8-9-12-13-15-17-18-20-22-24-25-27-28-29-31
V4,41,5,14,5-8-12-13-15-17-18-20-22-24-25-28-29-31
V4,42,5,14,5-7-13-15-16-17-18-20-22-24-25-28-29-31
V4,43,5,12,7-13-15-16-17-18-20-22-25-28-29-31
V4,44,5,13,7-13-15-16-17-18-19-20-22-25-28-29-31
V4,45,5,11,15-16-17-18-19-20-22-25-28-29-31
V4,46,5,10,1-2-3-9-10-12-14-20-23-30
V4,47,5,13,5-15-16-17-18-19-20-22-25-28-29-31-32
V4,48,5,13,1-2-3-7-9-10-11-13-14-23-24-27-30
V4,49,5,12,1-2-3-7-9-10-11-14-23-24-27-30
V4,50,5,14,5-8-13-15-16-17-18-19-20-22-25-28-29-31
V4,51,5,12,5-13-15-16-17-18-19-20-22-25-28-31
V4,52,5,15,5-11-13-15-16-17-18-19-20-22-25-28-29-31-32
V4,53,5,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,54,5,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,55,5,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,56,5,12,5-11-13-16-17-18-20-24-25-29-31-32
V4,57,5,15,5-12-13-15-16-17-19-20-21-22-24-25-28-29-31
V4,58,5,16,5-11-12-13-15-16-17-18-19-20-21-22-24-25-29-31
V4,59,5,13,8-11-13-15-16-17-18-19-22-24-25-28-31
V4,60,5,18,5-7-8-11-12-13-15-16-17-19-20-21-22-24-25-28-29-31
V5,1,5,10,7-8-16-19-21-22-23-24-25-28
V5,2,5,13,6-7-11-16-18-20-23-24-25-26-28-29-31
V5,3,5,11,1-7-15-16-18-23-24-25-26-28-29
V5,4,5,16,1-7-8-13-15-16-18-19-21-22-23-25-26-27-29-31
V5,5,5,12,5-6-7-8-13-15-18-19-22-23-25-29
V5,6,5,14,2-4-8-9-11-13-14-16-17-21-24-28-29-32
V5,7,5,11,2-3-9-10-13-14-21-25-26-27-31
V5,8,5,16,2-3-4-5-6-8-13-14-16-17-20-23-28-29-31-32
V5,9,5,18,2-4-6-8-13-15-16-17-18-21-22-23-25-28-29-30-31-32
V5,10,5,14,1-7-13-15-16-17-18-21-22-23-25-28-29-30
V5,11,5,25,1-3-4-6-7-9-10-11-13-14-15-16-17-18-21-22-23-25-26-27-28-29-30-31-32
V5,12,5,21,1-2-3-7-8-9-10-13-14-15-16-18-19-21-22-23-26-27-28-29-30
V5,13,5,14,2-7-8-12-13-15-16-18-21-23-26-27-28-30
V5,14,5,23,1-2-4-6-7-8-9-10-12-13-14-15-16-17-18-21-23-25-26-28-29-30-32
V5,15,5,11,2-7-15-16-18-21-23-25-26-29-30
V5,16,5,13,1-4-6-9-10-13-14-17-18-23-30-31-32
V5,17,5,21,1-2-3-6-9-12-13-14-15-17-19-21-23-24-25-26-27-28-29-31-32
V5,18,5,22,1-2-3-5-6-8-9-11-12-13-14-16-17-19-21-23-24-26-27-28-31-32
V5,19,5,19,1-2-3-5-6-9-11-14-16-17-19-21-23-24-26-27-28-31-32
V5,20,5,23,1-2-5-6-7-9-11-12-13-14-16-17-18-21-22-23-24-26-27-28-29-31-32
V5,21,5,15,1-5-6-7-9-11-12-14-16-17-18-27-28-31-32
V5,22,5,18,1-2-3-5-9-11-12-14-16-17-22-24-25-27-29-30-31-32
V5,23,5,17,1-2-5-7-8-9-11-13-16-18-21-23-25-26-28-29-30
V5,24,5,12,1-3-5-8-11-17-19-20-21-23-25-30
V5,25,5,13,2-7-13-14-16-17-20-22-26-27-28-29-31
V5,26,5,14,1-3-5-6-7-8-9-15-16-17-21-23-27-28
V5,27,5,12,5-6-8-12-13-17-20-26-27-29-31-32
V5,28,5,11,5-12-13-17-20-22-26-27-29-31-32
V5,29,5,12,2-5-13-14-17-20-22-26-27-29-30-31
V5,30,5,24,1-3-4-6-8-9-11-13-14-15-16-17-18-20-21-22-23-24-25-26-27-29-30-31
V5,31,5,28,1-3-4-5-6-8-9-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,32,5,15,3-4-6-11-13-14-17-20-21-24-26-27-29-30-32
V5,33,5,25,1-2-3-4-5-6-7-8-9-11-13-14-15-16-18-21-22-23-24-25-26-27-28-29-31
V5,34,5,24,2-3-4-5-6-9-13-14-15-16-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,35,5,20,1-2-3-4-6-7-8-9-13-15-16-18-19-21-23-24-25-28-29-31
V5,36,5,14,1-3-7-8-9-13-15-18-19-21-23-25-28-29
V5,37,5,24,1-3-4-5-7-8-9-11-12-13-14-15-16-18-21-22-23-24-25-26-27-28-29-31
V5,38,5,28,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-21-22-23-24-25-26-27-28-29-30-31
V5,39,5,28,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-31
V5,40,5,21,1-2-3-5-6-7-8-9-11-13-16-17-18-21-23-24-25-26-30-31-32
V5,41,5,20,1-2-3-6-7-9-11-13-15-17-18-19-20-21-23-24-25-28-30-31
V5,42,5,19,1-2-3-6-9-11-13-15-17-18-19-21-23-24-25-27-28-30-31
V5,43,5,18,1-2-3-6-9-11-12-13-15-17-18-21-24-25-27-30-31-32
V5,44,5,20,2-3-6-9-10-11-13-14-15-21-22-23-24-26-27-28-29-30-31-32
V5,45,5,15,1-3-5-6-8-9-11-12-14-17-18-26-28-31-32
V5,46,5,27,1-2-3-6-7-8-9-10-11-12-13-14-15-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V5,47,5,25,1-2-3-6-7-8-9-10-11-12-13-14-15-18-19-20-21-22-23-25-26-27-30-31-32
V5,48,5,13,1-2-7-8-9-13-15-18-19-21-23-25-30
V5,49,5,12,3-4-5-10-12-14-17-22-26-27-28-31
V5,50,5,14,3-4-5-10-11-12-14-17-20-22-26-27-28-31
V5,51,5,14,2-3-6-8-9-11-15-18-21-23-25-29-30-32
V5,52,5,11,1-2-6-9-11-15-21-25-29-30-32
V5,53,5,11,1-2-8-9-11-21-23-25-29-30-32
V5,54,5,19,1-2-3-5-8-9-10-13-14-15-21-22-23-25-26-27-29-30-32
V5,55,5,12,3-5-6-10-13-14-17-21-23-26-27-28
V5,56,5,17,1-2-3-6-7-8-9-13-15-21-22-23-25-28-30-31-32
V5,57,5,15,2-3-4-6-7-9-13-15-19-21-22-23-26-30-32
V5,58,5,22,2-3-4-5-9-10-13-14-15-17-18-19-21-22-23-24-26-27-29-30-31-32
V5,59,5,14,4-5-10-14-17-22-24-26-27-28-29-30-31-32
V5,60,5,12,2-3-6-7-9-13-16-21-23-25-26-31
V6,1,5,10,4-9-11-13-15-18-19-21-28-32
V6,2,5,9,1-4-6-7-13-18-27-28-30
V6,3,5,11,1-4-6-8-9-13-14-17-26-27-30
V6,4,5,18,1-4-6-7-8-9-12-13-14-15-18-21-24-25-26-27-28-32
V6,5,5,17,1-4-6-7-8-9-10-13-14-15-17-18-24-25-26-27-32
V6,6,5,13,1-4-6-7-8-12-13-14-17-18-20-26-32
V6,7,5,12,4-6-7-8-9-12-13-14-17-18-26-32
V6,8,5,14,4-6-7-8-12-13-14-15-18-19-23-26-27-32
V6,9,5,12,1-3-9-15-16-17-18-19-20-23-29-31
V6,10,5,12,1-3-9-15-16-17-18-20-21-23-27-29
V6,11,5,10,1-3-9-16-17-21-23-27-29-30
V6,12,5,11,1-2-9-10-16-21-23-25-26-28-29
V6,13,5,9,8-12-15-16-17-18-22-30-32
V6,14,5,9,2-18-22-23-27-28-29-31-32
V6,15,5,12,6-8-9-18-20-21-22-25-26-27-31-32
V6,16,5,10,2-7-9-16-25-26-27-28-30-31
V6,17,5,15,2-5-6-7-8-9-11-15-21-25-27-28-30-31-32
V6,18,5,12,2-5-6-8-11-15-21-25-28-30-31-32
V6,19,5,15,2-3-5-6-8-12-13-15-18-21-25-28-30-31-32
V6,20,5,13,2-3-9-10-13-15-16-19-21-28-29-30-32
V6,21,5,15,2-5-9-10-15-16-18-19-21-23-24-28-30-31-32
V6,22,5,14,1-2-5-7-10-16-18-19-21-23-24-30-31-32
V6,23,5,16,1-2-3-5-7-10-16-18-19-21-23-24-27-30-31-32
V6,24,5,12,1-4-5-8-11-13-19-21-24-25-26-27
V6,25,5,16,2-3-4-7-8-9-10-16-21-23-24-25-27-30-31-32
V6,26,5,15,2-4-8-9-10-16-17-21-22-23-25-27-30-31-32
V6,27,5,15,2-4-8-9-10-11-16-18-21-23-27-28-30-31-32
V6,28,5,12,2-3-5-9-10-11-15-21-26-27-29-31
V6,29,5,15,2-3-8-9-10-14-15-16-17-21-22-23-27-30-31
V6,30,5,18,2-3-8-9-10-11-14-15-16-17-21-22-23-25-27-29-30-31
