VideoId,Segment,Number of cluster(K),Number of similar users,Similar users
V5,47,3,29,1-2-3-4-6-7-8-9-10-11-12-13-14-15-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,48,3,30,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,49,3,22,1-2-3-4-5-6-7-8-9-11-13-15-18-21-23-24-25-26-27-29-30-32
V5,50,3,30,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,51,3,29,2-3-4-5-6-8-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,52,3,30,1-2-3-4-5-6-8-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,53,3,30,1-2-3-4-5-6-8-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,54,3,20,1-2-3-5-7-8-9-10-13-14-15-21-22-23-25-26-27-29-30-32
V5,55,3,28,1-2-3-5-6-7-8-9-10-12-13-14-15-17-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V5,56,3,29,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-19-21-22-23-24-25-26-27-28-30-31-32
V5,57,3,30,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-30-31-32
V5,58,3,29,1-2-3-4-5-6-7-8-9-10-11-13-14-15-17-18-19-20-21-22-23-24-25-26-27-29-30-31-32
V5,59,3,17,4-5-9-10-12-14-17-22-23-24-26-27-28-29-30-31-32
V5,60,3,29,2-3-4-5-6-7-9-10-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V6,1,3,14,2-3-4-7-9-11-13-18-19-21-22-23-28-32
V6,2,3,17,1-2-4-6-7-9-13-14-15-17-18-23-24-26-27-28-30
V6,3,3,15,1-4-6-8-9-10-13-14-15-17-23-25-26-27-30
V6,4,3,25,1-3-4-6-7-8-9-10-11-12-13-14-15-16-17-18-21-22-24-25-26-27-28-29-32
V6,5,3,22,1-3-4-6-7-8-9-10-11-13-14-15-16-17-18-22-24-25-26-27-29-32
V6,6,3,19,1-4-6-7-8-9-10-11-12-13-14-15-17-18-20-22-26-27-32
V6,7,3,21,1-3-4-5-6-7-8-9-10-12-13-14-15-16-17-18-20-26-27-29-32
V6,8,3,24,1-3-4-5-6-7-8-9-12-13-14-15-16-17-18-19-20-23-25-26-27-29-31-32
V6,9,3,23,1-3-4-5-6-7-9-12-13-14-15-16-17-18-19-20-23-26-27-29-30-31-32
V6,10,3,22,1-3-4-5-6-7-9-12-13-14-15-16-17-18-20-21-23-26-27-29-30-32
V6,11,3,13,1-3-9-10-15-16-17-21-23-27-29-30-32
V6,12,3,13,1-2-9-10-13-16-21-23-25-26-28-29-30
V6,13,3,11,3-8-11-12-15-16-17-18-22-30-32
V6,14,3,15,1-2-6-9-13-18-21-22-24-26-27-28-29-31-32
V6,15,3,19,2-6-7-8-9-13-18-19-20-21-22-24-25-26-27-28-29-31-32
V6,16,3,19,2-5-6-7-8-9-11-16-18-19-21-22-25-26-27-28-30-31-32
V6,17,3,16,2-5-6-7-8-9-11-15-21-22-25-27-28-30-31-32
V6,18,3,20,1-2-4-5-6-8-9-10-11-15-16-18-21-22-25-27-28-30-31-32
V6,19,3,18,1-2-3-5-6-8-12-13-15-18-19-21-25-28-29-30-31-32
V6,20,3,18,2-3-5-6-9-10-13-15-16-18-19-21-23-28-29-30-31-32
V6,21,3,16,2-5-9-10-15-16-18-19-21-23-24-28-29-30-31-32
V6,22,3,15,1-2-5-7-9-10-16-18-19-21-23-24-30-31-32
V6,23,3,20,1-2-3-4-5-7-9-10-13-16-18-19-21-23-24-26-27-30-31-32
V6,24,3,22,1-2-3-4-5-7-8-9-10-11-13-16-19-21-23-24-25-26-27-30-31-32
V6,25,3,22,1-2-3-4-5-7-8-9-10-11-13-16-17-21-23-24-25-26-27-30-31-32
V6,26,3,21,1-2-3-4-5-8-9-10-11-13-16-17-21-22-23-25-26-27-30-31-32
V6,27,3,25,1-2-3-4-5-8-9-10-11-15-16-17-18-20-21-22-23-25-26-27-28-29-30-31-32
V6,28,3,24,1-2-3-4-5-8-9-10-11-14-15-16-17-21-22-23-25-26-27-28-29-30-31-32
V6,29,3,23,1-2-3-4-5-8-9-10-11-14-15-16-17-21-22-23-25-26-27-29-30-31-32
V6,30,3,22,2-3-4-5-6-8-9-10-11-14-15-16-17-21-22-23-25-26-27-29-30-31
V6,31,3,27,1-2-3-4-5-6-7-8-9-10-11-14-15-16-17-18-21-22-23-24-25-26-27-29-30-31-32
V6,32,3,21,2-3-4-6-7-8-9-10-14-15-16-17-18-21-22-23-24-25-27-30-31
V6,33,3,24,1-2-3-5-7-10-11-12-14-15-16-18-19-20-21-22-23-24-26-27-29-30-31-32
V6,34,3,24,1-2-3-5-7-10-12-14-15-16-18-19-20-21-22-23-24-25-26-27-29-30-31-32
V6,35,3,20,1-2-3-5-6-7-10-12-14-15-16-18-20-21-22-23-26-29-30-31
V6,36,3,20,1-2-3-6-7-9-10-12-14-15-16-18-20-21-22-23-26-29-30-31
V6,37,3,19,1-2-5-7-10-12-14-16-21-22-23-24-25-26-27-29-30-31-32
V6,38,3,21,1-2-5-7-10-12-14-16-18-19-20-21-23-24-25-26-27-29-30-31-32
V6,39,3,28,1-2-3-5-6-7-9-10-11-12-13-14-15-16-18-19-20-21-23-24-25-26-27-28-29-30-31-32
V6,40,3,22,1-2-3-6-9-10-11-14-15-16-17-18-20-22-23-24-26-27-28-29-31-32
V6,41,3,19,1-2-3-6-9-10-11-16-17-18-22-23-24-27-28-29-30-31-32
V6,42,3,23,1-3-6-9-10-11-12-14-16-17-18-20-22-23-24-25-26-27-28-29-30-31-32
V6,43,3,23,1-5-6-7-9-10-11-13-14-15-16-17-18-19-20-21-23-25-26-27-28-29-32
V6,44,3,22,1-5-6-7-9-10-11-13-14-15-16-17-18-19-21-23-25-26-27-28-29-32
V6,45,3,20,1-2-5-6-9-10-11-14-15-16-17-18-19-21-23-25-26-29-31-32
V6,46,3,24,1-2-3-5-6-8-9-10-11-14-15-16-17-18-19-21-25-26-27-28-29-30-31-32
V6,47,3,23,1-2-5-6-9-10-11-14-15-16-17-18-19-21-22-25-26-27-28-29-30-31-32
V6,48,3,25,1-2-5-6-7-9-10-11-12-14-15-16-17-18-19-21-22-24-25-26-27-28-29-30-32
V6,49,3,28,1-2-3-5-6-7-9-10-11-12-14-15-16-17-18-19-20-21-22-24-25-26-27-28-29-30-31-32
V6,50,3,28,1-2-3-5-6-7-9-10-11-12-14-15-16-17-18-19-20-21-22-24-25-26-27-28-29-30-31-32
V6,51,3,27,1-2-3-5-6-7-9-10-11-12-14-15-16-17-18-19-21-22-23-25-26-27-28-29-30-31-32
V6,52,3,22,1-2-3-6-7-10-11-12-15-17-18-20-21-22-25-26-27-28-29-30-31-32
V6,53,3,24,1-2-3-5-6-7-10-11-12-15-16-17-18-20-21-22-25-26-27-28-29-30-31-32
V6,54,3,16,1-2-6-7-8-10-15-16-18-22-25-27-28-30-31-32
V6,55,3,28,1-2-3-4-5-6-7-8-9-10-11-12-14-15-16-17-18-20-21-23-24-25-26-27-29-30-31-32
V6,56,3,17,1-2-6-7-10-15-16-18-22-23-24-25-27-29-30-31-32
V6,57,3,17,1-2-6-7-10-12-15-16-18-22-23-24-25-28-30-31-32
V6,58,3,25,1-2-3-4-5-6-7-8-9-10-11-12-14-15-16-17-20-21-22-25-26-27-29-31-32
V6,59,3,26,1-2-3-4-5-6-7-8-9-10-11-12-14-16-17-20-21-22-23-25-26-27-28-29-31-32
V6,60,3,24,1-2-3-4-5-6-7-9-10-11-12-14-16-17-20-21-22-23-25-27-28-29-31-32
V7,1,3,13,2-3-5-10-12-14-17-20-26-27-28-29-31
V7,2,3,19,3-4-6-7-10-12-14-15-16-20-21-22-23-24-26-27-28-31-32
V7,3,3,16,1-2-5-6-11-12-16-17-18-19-23-24-28-29-30-31
V7,4,3,23,1-2-4-5-6-7-9-11-13-14-16-17-18-19-20-21-23-24-27-28-29-30-31
V7,5,3,14,4-5-8-9-10-13-14-16-17-20-24-27-28-30
V7,6,3,23,1-3-5-6-8-9-10-11-12-13-14-16-17-18-20-21-24-25-27-29-30-31-32
V7,7,3,28,1-3-4-5-6-7-9-10-11-12-13-14-15-16-17-18-19-20-21-23-24-26-27-28-29-30-31-32
V7,8,3,29,1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-23-24-25-26-27-28-29-30-31-32
V7,9,3,29,1-3-4-5-6-7-9-10-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V7,10,3,29,1-3-4-5-6-7-9-10-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V7,11,3,20,1-3-4-6-7-8-9-10-12-14-15-16-20-22-24-25-26-29-30-32
V7,12,3,20,1-2-4-6-7-8-9-10-14-15-16-20-22-24-25-26-27-29-30-32
V7,13,3,17,3-4-5-6-10-11-12-13-15-16-17-18-21-22-23-28-31
V7,14,3,18,3-4-5-6-7-10-12-13-15-16-17-18-20-21-22-23-28-31
V7,15,3,19,3-4-5-6-7-10-12-13-15-16-17-18-20-21-22-23-28-29-31
V7,16,3,18,3-4-5-6-7-10-12-13-15-16-17-20-21-22-23-28-29-31
V7,17,3,21,2-3-4-5-6-7-10-12-13-14-15-16-17-18-20-21-22-23-28-29-31
V7,18,3,11,1-2-3-5-7-12-13-16-18-21-29
V7,19,3,16,2-5-7-8-9-11-12-18-19-24-25-26-27-29-30-32
V7,20,3,24,1-2-3-5-7-8-9-11-12-13-15-16-18-19-20-21-22-24-25-26-27-29-30-32
V7,21,3,24,1-2-3-5-7-8-9-11-12-13-15-16-18-19-20-21-22-23-24-26-27-29-30-32
V7,22,3,24,1-2-3-5-7-8-9-11-12-13-15-16-18-19-20-21-22-23-24-26-27-29-30-32
V7,23,3,30,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-19-20-21-22-23-24-25-26-27-29-30-31-32
V7,24,3,30,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-19-20-21-22-23-24-25-26-27-29-30-31-32
V7,25,3,28,1-2-4-5-6-7-8-9-10-11-12-13-14-15-16-18-20-21-22-23-24-25-26-27-29-30-31-32
V7,26,3,27,1-2-4-5-6-7-9-10-11-12-13-14-15-16-18-20-21-22-23-24-25-26-27-29-30-31-32
V7,27,3,27,1-2-4-5-6-7-9-10-11-12-13-14-15-16-18-20-21-22-23-24-25-26-27-29-30-31-32
V7,28,3,18,1-2-3-6-7-9-10-11-12-14-18-21-23-24-26-27-29-32
V7,29,3,11,4-7-8-13-15-20-23-25-29-30-31
V7,30,3,18,3-5-6-9-10-11-12-13-16-17-18-19-21-22-25-27-28-32
V7,31,3,17,1-3-6-9-10-12-13-16-18-19-21-22-23-24-27-30-32
V7,32,3,19,2-5-7-9-11-12-13-14-16-20-23-25-26-27-28-29-30-31-32
V7,33,3,18,2-5-9-11-12-13-14-15-16-18-20-25-26-27-29-30-31-32
V7,34,3,16,2-3-5-6-8-11-13-14-15-16-20-25-26-27-31-32
V7,35,3,17,1-4-5-8-9-10-12-16-17-20-21-22-23-24-28-29-30
V7,36,3,16,1-4-5-8-9-10-12-13-20-21-22-23-24-28-30-32
V7,37,3,17,1-3-5-7-9-11-13-14-19-20-21-22-23-25-28-30-32
V7,38,3,17,2-4-5-9-13-14-15-18-20-21-22-23-25-29-30-31-32
V7,39,3,21,2-4-5-9-11-12-13-15-16-17-18-20-21-22-23-25-26-28-29-30-31
V7,40,3,15,1-2-5-6-7-10-12-14-16-18-24-26-27-29-32
V7,41,3,17,1-2-5-6-7-9-10-12-14-16-22-24-26-27-28-29-32
V7,42,3,16,1-5-6-7-9-10-12-14-20-22-24-26-27-28-29-32
V7,43,3,12,2-3-8-11-13-17-20-21-23-25-30-31
V7,44,3,16,2-3-4-6-8-9-10-11-13-15-17-22-23-25-30-31
V7,45,3,26,1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-22-24-25-26-27-29-30-32
V7,46,3,17,3-4-6-10-11-12-13-15-16-17-18-19-21-23-24-28-31
V7,47,3,25,1-3-4-5-6-7-8-9-10-11-12-13-15-16-17-18-19-20-22-23-24-25-28-29-31
V7,48,3,16,1-2-3-6-8-10-11-13-15-16-21-22-23-24-28-31
V7,49,3,15,2-3-6-10-11-13-15-17-19-20-21-22-23-24-31
V7,50,3,15,2-3-4-6-8-10-13-17-19-20-22-23-24-30-31
V7,51,3,16,2-3-4-6-8-10-13-15-17-18-19-20-22-23-24-30
V7,52,3,28,1-2-3-4-5-6-7-8-9-10-11-12-13-15-16-17-18-19-20-21-22-23-24-25-28-29-30-31
V7,53,3,16,1-3-4-6-8-10-13-15-16-17-18-19-22-23-24-28
V7,54,3,13,2-6-10-13-15-16-17-19-23-24-28-30-31
V7,55,3,15,1-5-7-8-9-19-20-21-22-25-26-27-29-30-32
V7,56,3,20,1-5-7-8-9-11-13-16-19-20-21-22-23-25-26-27-29-30-31-32
V7,57,3,14,7-8-11-12-13-14-16-19-20-21-22-23-30-31
V7,58,3,12,5-7-9-11-15-18-20-25-26-27-29-32
V7,59,3,19,1-2-5-7-8-9-10-11-12-15-18-20-21-23-25-26-27-29-32
V7,60,3,23,1-2-3-4-5-7-8-9-10-11-12-13-15-18-20-21-23-25-26-27-29-30-32
V8,1,3,17,1-4-6-8-9-11-13-15-16-18-19-22-23-25-28-29-32
V8,2,3,22,2-3-5-6-9-10-12-13-14-17-19-20-22-23-24-25-26-27-28-29-31-32
V8,3,3,17,2-6-7-8-9-10-11-14-20-22-24-25-26-27-28-29-32
V8,4,3,12,1-3-5-11-12-13-16-17-20-23-28-31
V8,5,3,18,2-4-6-8-9-10-15-18-19-21-22-24-25-26-27-29-30-32
V8,6,3,17,2-4-6-8-9-10-18-19-21-22-24-25-26-27-29-30-32
V8,7,3,15,1-2-3-4-5-13-14-15-17-18-21-22-24-25-28
V8,8,3,14,1-3-4-5-13-14-17-18-20-21-24-25-28-32
V8,9,3,15,1-4-5-6-11-13-14-18-19-20-21-25-26-27-32
V8,10,3,12,2-3-5-13-15-16-17-19-22-24-28-31
V8,11,3,17,1-6-9-10-11-14-16-18-21-23-25-26-27-28-29-30-32
V8,12,3,18,1-6-7-9-10-11-12-14-16-18-21-23-25-26-27-29-30-32
V8,13,3,16,2-4-5-8-11-13-15-17-19-21-22-23-24-25-28-31
V8,14,3,20,1-2-4-5-6-8-9-11-13-14-15-17-21-22-23-24-25-28-30-31
V8,15,3,16,2-4-5-6-8-13-14-15-17-21-22-23-25-28-30-31
V8,16,3,22,1-2-4-5-6-7-8-9-10-11-12-13-14-17-21-22-23-25-28-30-31-32
V8,17,3,18,1-2-4-5-6-7-8-10-11-13-14-16-21-22-23-25-28-32
V8,18,3,20,1-2-3-4-5-6-7-8-10-11-13-14-16-21-22-23-25-28-31-32
V8,19,3,19,1-2-4-5-6-7-8-10-11-13-14-16-21-22-25-28-30-31-32
V8,20,3,17,1-2-5-6-7-8-10-11-13-14-16-21-22-25-28-30-31
V8,21,3,24,1-2-5-6-7-8-10-11-13-14-15-16-18-19-21-22-23-25-26-28-29-30-31-32
V8,22,3,23,1-2-5-6-7-8-10-11-14-15-16-18-19-21-22-23-25-26-28-29-30-31-32
V8,23,3,21,1-2-5-6-7-8-10-11-13-14-15-16-18-19-21-22-23-25-28-29-30
V8,24,3,23,1-5-6-7-8-9-11-12-15-16-18-19-20-22-23-25-26-27-28-29-30-31-32
V8,25,3,21,1-2-5-6-7-8-11-12-15-16-18-20-22-23-25-26-27-28-29-30-31
V8,26,3,23,1-2-4-5-6-7-8-10-11-12-15-16-18-20-22-23-25-26-27-28-29-30-31
V8,27,3,24,1-2-4-5-6-10-11-12-13-15-16-18-19-20-21-22-23-25-26-27-28-29-30-31
V8,28,3,24,1-2-3-4-5-6-10-11-12-13-15-16-18-19-20-21-22-23-25-26-28-29-30-31
V8,29,3,19,1-2-4-5-6-7-11-12-15-16-18-19-20-21-22-23-25-28-31
V8,30,3,16,1-2-4-8-9-10-11-13-16-19-20-22-25-26-31-32
V8,31,3,16,1-4-5-8-11-13-16-17-20-22-24-25-26-27-31-32
V8,32,3,15,1-4-5-8-11-13-16-17-22-24-25-26-27-31-32
V8,33,3,20,1-2-4-5-6-7-8-9-11-12-13-15-16-21-24-25-26-28-31-32
V8,34,3,23,1-2-3-4-5-6-7-8-9-11-12-13-15-16-17-19-21-23-24-26-28-31-32
V8,35,3,23,1-2-3-4-5-6-7-8-9-11-12-13-15-16-17-18-19-21-23-24-26-28-31
V8,36,3,14,1-2-11-13-15-16-17-19-21-22-23-26-29-32
V8,37,3,18,1-2-4-5-6-7-8-9-12-13-16-17-18-21-24-26-28-31
V8,38,3,16,1-2-4-6-7-8-9-12-13-16-17-18-20-26-28-31
V8,39,3,15,2-5-7-11-13-16-17-21-22-24-25-28-29-30-32
V8,40,3,14,2-5-7-13-17-18-21-22-24-25-28-29-30-32
V8,41,3,15,3-6-8-9-10-11-12-14-16-20-26-28-29-31-32
V8,42,3,20,1-3-6-8-9-10-11-12-14-16-17-20-21-25-26-28-29-30-31-32
V8,43,3,23,1-3-5-6-8-9-10-11-12-14-16-17-18-20-21-23-25-26-28-29-30-31-32
V8,44,3,14,3-5-6-8-9-12-17-18-19-23-28-29-30-32
V8,45,3,14,3-5-6-8-9-12-16-17-18-23-24-28-29-32
V8,46,3,15,2-3-5-8-9-12-16-17-18-21-23-24-28-29-32
V8,47,3,23,1-2-4-6-7-8-9-11-12-13-14-15-16-17-19-21-22-23-26-28-29-30-31
V8,48,3,27,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-26-28-29-30-31-32
V8,49,3,18,1-2-4-5-6-8-9-11-12-14-15-16-22-26-27-29-30-31
V8,50,3,14,2-3-4-7-11-13-20-21-23-24-28-29-30-32
V8,51,3,20,1-2-5-6-7-8-9-12-14-15-16-17-19-22-23-24-26-27-28-31
V8,52,3,17,1-2-6-7-8-9-11-12-14-15-16-19-23-24-26-27-31
V8,53,3,18,1-3-4-5-6-9-13-16-17-18-19-20-21-22-28-29-30-32
V8,54,3,22,1-2-5-6-7-8-9-11-12-13-14-15-16-18-20-21-22-26-27-28-29-30
V8,55,3,21,1-2-5-6-7-9-11-12-13-14-15-16-18-19-20-21-22-26-28-29-30
V8,56,3,18,1-2-5-6-9-11-12-14-15-16-18-20-21-22-26-28-29-30
V8,57,3,19,1-4-5-6-9-12-14-15-16-18-21-22-25-26-28-29-30-31-32
V8,58,3,21,1-3-4-5-6-9-12-14-15-16-17-18-21-22-25-26-28-29-30-31-32
V8,59,3,18,1-4-5-6-9-12-14-15-16-17-18-21-22-26-29-30-31-32
V8,60,3,20,1-3-5-6-7-9-14-16-17-18-19-21-22-25-26-28-29-30-31-32
V1,1,4,12,4-11-13-16-18-21-22-23-25-26-29-32
V1,2,4,12,4-7-11-13-16-18-22-23-25-26-29-32
V1,3,4,21,1-3-4-6-7-9-11-15-16-17-18-20-21-22-23-25-28-29-30-31-32
V1,4,4,16,1-2-3-4-5-7-10-11-13-14-15-23-24-25-27-32
V1,5,4,15,1-3-4-5-6-7-10-11-13-14-15-24-25-27-29
V1,6,4,17,1-2-3-4-5-6-7-11-13-14-15-21-22-24-25-27-28
V1,7,4,20,1-3-4-5-6-7-8-11-12-13-14-15-17-18-21-25-26-27-29-32
V1,8,4,25,1-3-4-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21-25-26-27-28-29-31-32
V1,9,4,15,1-2-3-4-9-11-13-14-15-20-23-25-26-27-28
V1,10,4,13,1-3-4-9-11-14-15-20-23-25-26-27-28
V1,11,4,14,4-5-6-10-12-13-15-17-21-23-24-28-29-31
V1,12,4,14,1-2-3-9-11-14-18-20-21-23-25-26-27-32
V1,13,4,18,1-2-3-6-9-11-14-15-17-18-20-21-23-25-26-27-28-32
V1,14,4,17,1-2-3-6-12-14-15-17-18-19-20-21-25-26-27-28-32
V1,15,4,16,1-3-4-5-6-14-15-17-20-21-25-26-27-29-31-32
V1,16,4,14,1-3-4-5-6-9-15-21-22-25-26-27-29-31
V1,17,4,15,1-3-4-5-6-9-15-21-22-25-26-27-28-29-31
V1,18,4,16,1-3-6-8-9-10-11-13-14-18-20-21-22-24-25-26
V1,19,4,21,1-3-5-6-8-9-10-13-14-15-18-20-21-22-23-24-25-26-27-29-31
V1,20,4,14,1-3-6-9-11-14-15-18-20-21-22-25-26-27
V1,21,4,12,1-3-6-9-15-18-20-21-22-25-26-27
V1,22,4,20,1-3-4-5-6-9-10-13-14-15-20-21-22-23-24-25-26-27-29-31
V1,23,4,15,1-3-4-5-7-9-10-12-15-23-24-25-26-27-31
V1,24,4,12,1-2-3-6-9-14-16-19-20-25-26-29
V1,25,4,14,1-2-3-7-9-13-14-15-19-20-25-26-28-29
V1,26,4,11,1-2-3-7-9-13-14-25-26-28-29
V1,27,4,13,1-2-3-7-9-14-16-18-25-26-29-30-31
V1,28,4,11,5-8-9-11-12-13-15-20-22-23-27
V1,29,4,20,1-2-3-8-11-12-13-14-15-18-19-20-22-23-25-26-27-29-31-32
V1,30,4,17,1-3-8-9-11-12-13-14-15-18-22-25-26-28-29-31-32
V1,31,4,15,1-3-7-8-9-11-14-15-18-22-25-26-28-29-31
V1,32,4,16,1-2-3-9-11-14-15-16-17-18-22-25-26-28-30-31
V1,33,4,19,1-2-3-5-6-7-9-11-13-15-20-21-23-25-26-27-28-29-31
V1,34,4,14,1-2-3-9-16-17-18-23-25-26-27-28-29-31
V1,35,4,14,1-2-3-9-16-17-18-23-25-26-27-28-29-31
V1,36,4,18,1-2-3-4-9-10-15-16-17-18-19-23-25-26-27-28-29-31
V1,37,4,15,1-3-4-6-9-10-15-18-20-21-23-25-26-28-29
V1,38,4,13,1-2-3-4-6-9-15-18-25-26-27-28-29
V1,39,4,19,1-2-3-4-6-7-9-10-11-12-15-18-20-21-25-26-27-28-29
V1,40,4,15,1-2-3-4-6-7-9-10-12-23-25-26-28-29-32
V1,41,4,13,1-3-4-6-9-10-12-20-22-25-26-27-32
V1,42,4,16,1-3-4-6-9-10-12-16-20-22-23-25-26-27-29-32
V1,43,4,16,1-3-4-6-9-10-12-16-19-20-22-23-25-26-27-29
V1,44,4,20,1-2-3-4-6-7-9-10-12-16-19-20-22-23-25-26-27-29-30-31
V1,45,4,21,1-4-5-6-7-9-10-11-12-16-18-19-20-23-24-25-26-27-29-30-31
V1,46,4,11,1-6-7-11-16-23-24-25-26-30-31
V1,47,4,12,1-4-6-11-16-23-24-25-26-29-30-31
V1,48,4,23,1-2-4-5-6-7-9-10-11-12-13-16-18-20-22-23-24-25-26-27-29-30-31
V1,49,4,18,1-2-5-6-7-10-12-13-16-18-20-23-24-26-27-29-30-31
V1,50,4,19,1-2-5-6-7-10-11-16-17-18-20-22-24-26-27-29-30-31-32
V1,51,4,19,1-2-4-5-6-7-8-9-10-17-18-20-22-24-26-27-29-30-32
V1,52,4,21,1-2-3-5-6-7-8-9-14-17-18-20-21-22-24-25-26-27-29-30-32
V1,53,4,17,1-2-3-5-6-8-9-14-20-21-22-23-26-27-29-30-32
V1,54,4,15,1-2-3-5-6-9-14-20-21-22-23-26-29-30-32
V1,55,4,17,1-2-3-5-6-8-11-14-17-20-21-22-23-26-29-30-32
V1,56,4,23,1-2-3-5-6-7-8-9-11-12-13-14-17-20-21-22-23-25-26-27-29-30-32
V1,57,4,18,1-2-3-5-9-11-12-13-14-17-20-21-25-26-27-29-30-32
V1,58,4,13,1-2-3-5-11-14-18-21-25-26-27-29-32
V1,59,4,16,1-5-11-14-17-18-19-20-21-23-25-26-27-28-29-32
V1,60,4,12,1-10-11-14-17-18-21-24-25-26-28-32
V2,1,4,16,1-2-3-4-7-8-9-13-15-16-17-18-19-22-30-32
V2,2,4,12,1-2-3-4-7-15-16-18-19-22-30-32
V2,3,4,11,1-2-3-4-7-15-18-22-28-30-32
V2,4,4,14,1-2-3-4-6-7-15-18-19-22-23-26-28-32
V2,5,4,14,1-3-4-6-7-15-16-17-18-19-21-23-28-32
V2,6,4,14,1-3-4-6-10-14-15-16-17-18-21-23-25-32
V2,7,4,24,1-3-4-5-6-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25-27-29-31-32
V2,8,4,21,1-3-4-5-10-11-13-14-15-16-18-19-20-21-22-24-25-27-29-31-32
V2,9,4,21,1-3-4-5-8-9-10-11-13-14-16-18-20-21-22-24-25-26-27-28-29
V2,10,4,22,1-3-4-5-8-9-10-11-13-14-16-19-20-21-22-24-25-26-27-28-29-32
V2,11,4,19,1-3-4-5-8-9-10-11-14-16-19-21-24-25-26-27-28-29-32
V2,12,4,21,1-3-4-5-7-8-9-10-11-14-15-16-21-24-25-26-27-28-29-31-32
V2,13,4,15,3-5-6-7-8-10-14-16-22-23-24-28-29-31-32
V2,14,4,15,2-3-6-7-9-10-14-18-21-22-24-25-27-29-31
V2,15,4,15,3-6-7-10-13-14-19-20-21-24-25-26-27-29-32
V2,16,4,16,1-3-6-7-10-13-14-20-21-23-24-25-26-27-29-32
V2,17,4,15,3-7-10-12-14-18-20-21-24-25-26-27-28-30-32
V2,18,4,11,3-10-12-14-15-20-21-25-26-28-30
V2,19,4,12,1-3-4-8-10-15-20-21-25-28-30-31
V2,20,4,14,1-4-7-8-9-15-18-20-21-22-24-25-27-30
V2,21,4,14,1-3-4-5-7-8-15-18-21-22-24-25-30-31
V2,22,4,14,1-3-5-7-18-19-21-22-23-25-28-29-30-31
V2,23,4,18,1-2-3-5-7-11-13-16-17-18-21-22-23-25-26-28-30-31
V2,24,4,14,1-2-3-11-15-16-17-18-21-22-23-25-26-30
V2,25,4,17,1-2-3-6-8-9-11-15-17-18-22-23-25-26-27-30-31
V2,26,4,16,1-2-6-8-9-11-15-17-18-22-23-25-26-27-30-31
V2,27,4,21,1-2-4-5-6-8-9-11-13-15-17-18-22-23-25-26-27-28-29-30-31
V2,28,4,19,1-2-4-5-6-7-8-9-15-17-18-20-22-23-25-26-28-29-30
V2,29,4,12,2-5-7-9-15-16-17-18-20-25-29-30
V2,30,4,13,2-4-5-9-12-15-16-17-18-20-23-25-29
V2,31,4,14,2-4-5-9-12-15-16-17-20-21-23-25-26-29
V2,32,4,14,1-2-5-9-12-15-16-17-20-21-22-25-26-29
V2,33,4,13,1-2-4-9-10-11-12-16-21-25-26-29-31
V2,34,4,11,1-2-7-9-11-21-25-26-27-29-31
V2,35,4,15,1-2-9-11-15-20-21-22-24-25-26-28-29-30-31
V2,36,4,11,1-2-3-9-15-20-23-25-26-27-32
V2,37,4,11,1-2-3-9-15-20-21-25-26-27-32
V2,38,4,10,2-6-9-18-22-28-29-30-31-32
V2,39,4,11,1-3-18-19-21-25-26-27-28-29-30
V2,40,4,12,2-5-6-8-9-11-13-15-19-20-31-32
V2,41,4,12,1-6-8-18-19-25-26-27-28-29-30-31
V2,42,4,12,1-3-8-10-16-18-21-23-25-27-30-31
V2,43,4,11,2-5-6-9-11-20-21-26-27-28-32
V2,44,4,14,1-5-6-8-10-12-13-18-23-25-29-30-31-32
V2,45,4,13,1-5-6-8-10-13-18-23-25-29-30-31-32
V2,46,4,15,1-5-6-8-9-10-13-18-19-20-25-26-29-30-31
V2,47,4,11,1-9-11-13-14-15-21-26-27-28-31
V2,48,4,14,8-9-10-11-12-13-14-15-25-26-27-28-29-31
V2,49,4,12,8-9-10-11-12-15-23-26-27-28-29-31
